qnumq;sexe;aget;matrim;pratique;enf;activite;prof;dipl;vote;habitat;localite;revenu;region;K1
3598;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Bourg;rev3;Jura_Alpes;les bois, la campagne
3891;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev2;Nord;grand, beau, agréable
4312;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Cep;ecolo_oui;individuel;Bourg;rev2;Bretagne;entourage, nature, notre vie personnelle
5097;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Rurv;rev3;S_Ouest;la nature, le cadre de vie
3520;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;prof;ecolo_non;individuel;Bourg;rev2;Jura_Alpes;ce que je regarde autour de moi
5204;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_oui;collectif;Bourg;rev2;S_Ouest;tout ce qui est autour de moi
2097;homme;60ans+;Seul;Relig_occas;sansEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Rurv;rev1;Seine;c'est la nature qui nous entoure , le jardin, les fleurs, la rivière, le bord de mer, la colline, la montagne
2897;femme;60ans+;Seul;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;collectif;Ville;rev2;S_BassinParis;tout ce qui est rattaché à la forêt, aux landes, à l'océan
5572;homme;50-59ans;Seul;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev1;Centre;campagne
2243;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Ville;rev2;S_Ouest;espaces verts, la nature, la mer, la montagne
5734;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;commerc;prof;ecolo_oui;collectif;Bourg;RevNSP;Centre;la nature
985;femme;50-59ans;En_couple;Relig_regul;sansEnfant;inactif;inactif;prof;ecolo_non;collectif;PTGV;rev2;Mediterrannée;la façon dont on vit, voisinage, les gens, les lieux
1477;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;PTGV;rev2;Jura_Alpes;le cadre de vie, par opposition à la pollution, la nature
1924;femme;60ans+;Seul;Relig_regul;sansEnfant;inactif;retraite;Cep;ecolo_non;collectif;GV;RevNSP;Nord;le voisinage
2436;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Ville;rev3;S_Ouest;c'est mon cadre de vie, un choix de vie, il doit être préservé
4141;femme;40-49ans;Seul;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rural;rev2;Bretagne;bien être, bien dans sa peau
215;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Ville;rev3;Seine;nature
5724;femme;50-59ans;En_couple;Relig_occas;sansEnfant;inactif;retraite;Be;ecolo_non;individuel;Bourg;rev2;Centre;la nature, le calme
4589;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Rurv;rev2;Bretagne;le respect de la nature sans en être esclave
5222;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Bac;ecolo_oui;individuel;Bourg;rev3;S_Ouest;vert, ministre, animaux, santé
2508;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;individuel;Rurv;rev3;Centre;conditions de vie, qui agit sur le quotidien, la nature
4352;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_non;individuel;Rurv;rev2;Bretagne;ce qu'il y a autour de chez moi
328;homme;20-29ans;En_couple;Relig_regul;avecEnfant;inactif;enseig_etud;Supérieur;ecolo_oui;collectif;PTGV;rev3;Seine;nature, écologie
906;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;PGV;rev3;Mediterrannée;ce qu'il y a autour de moi
4992;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev4;S_Ouest;qualité de vie, proximité, espace de vie
5266;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;prof;ecolo_non;individuel;Rural;rev2;S_Ouest;la nature autour de moi, les alentours
33;homme;20-29ans;Seul;Rrelig_non;sansEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;TGV;rev3;Seine;respect de la nature, écologie
4190;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Cep;ecolo_oui;individuel;Bourg;rev2;Bretagne;propreté, salubrité, le bon air, la tranquilité, le calme
1417;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;employe;Be;ecolo_oui;collectif;PTGV;rev3;Jura_Alpes;pollution de l'atmosphère, surpeuplement des villes, propreté des lieux où l'on vit, bruit
5583;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Bourg;rev2;Centre;lieu de vie
3708;femme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;inactif;Cep;ecolo_oui;individuel;Bourg;rev3;Mediterrannée;conservation de la nature, respect d'autrui par un comportement responsable
5696;homme;20-29ans;Seul;Relig_regul;sansEnfant;actif;enseig_etud;Bac;ecolo_non;individuel;Rural;rev2;Centre;nature, propreté
5327;femme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;agricult;Cep;ecolo_non;individuel;Rural;rev2;S_Ouest;la nature
1753;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_non;collectif;GV;rev4;Nord;ce que je trouve autour de l'endroit où je vis, ma ville Metz
4053;homme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rurv;rev2;Bretagne;c'est de bien vivre en amitié avec ses voisins dans un espace campagnard
5856;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;employe;NOdip;ecolo_non;individuel;Rurv;rev2;S_BassinParis;les choses autour
696;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Cep;ecolo_oui;individuel;Rural;rev2;Mediterrannée;l'espace autour de soi
3778;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;collectif;Bourg;rev2;S_BassinParis;cadre de vie
5497;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;employe;Bac;ecolo_non;individuel;Bourg;rev3;Nord;propreté, le calme
790;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Supérieur;ecolo_non;collectif;Ville;rev4;Mediterrannée;environnement immédiat, absence de nuisance, beauté du site
456;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;collectif;PTGV;rev4;Seine;qualité de vie, espace, espaces verts
5504;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev2;Nord;ségolène royal
1441;homme;40-49ans;Seul;Rrelig_non;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;collectif;TGV;rev3;Jura_Alpes;la préservation du milieu naturel, environnement social
5584;femme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;inactif;Cep;ecolo_non;individuel;Bourg;rev2;Centre;espaces verts, la nature
3829;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev4;Nord;un cadre de vie
2820;femme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;GV;rev2;S_BassinParis;qualité de la vie
870;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;collectif;GV;rev3;Mediterrannée;qualité de vie
4702;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Supérieur;ecolo_oui;individuel;Bourg;rev3;S_BassinParis;calme, espace
2603;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rurv;rev1;Bretagne;écolo, Brice Lalonde
5182;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;Bourg;rev3;S_Ouest;nature
1053;homme;60ans+;En_couple;Rrelig_non;avecEnfant;chomeur;inactif;Bac;ecolo_non;individuel;PTGV;rev3;Mediterrannée;vert, pur
5212;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Rurv;rev4;S_Ouest;cadre de vie
5385;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;prof;ecolo_non;individuel;Bourg;rev3;Nord;les arbres
2039;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Bac;ecolo_oui;collectif;GV;rev4;Seine;ville, nature, confort
827;femme;50-59ans;Seul;Relig_occas;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Rural;rev2;Mediterrannée;tous ce qui est autour de moi
2376;femme;50-59ans;En_couple;Relig_regul;avecEnfant;actif;employe;Cep;ecolo_non;individuel;Ville;rev3;S_Ouest;tout ce qui nous entoure, la nature
4052;femme;30-39ans;En_couple;Relig_regul;avecEnfant;chomeur;inactif;Bac;ecolo_non;individuel;Rurv;RevNSP;Bretagne;la nature
1767;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Ville;rev1;Nord;les alentours
4349;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;prof;ecolo_oui;individuel;Bourg;RevNSP;Bretagne;la nature, le grand air, pas de pollution
414;femme;60ans+;En_couple;Relig_occas;sansEnfant;chomeur;inactif;Supérieur;ecolo_oui;collectif;PTGV;rev2;Seine;la verdure, les arbres, la nature
2204;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Ville;rev4;S_Ouest;la nature, le cadre de vie, l'alimentation, les modes de vie
3780;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rural;rev2;S_BassinParis;bien dans la nature
4584;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Be;ecolo_non;individuel;Rurv;rev2;Bretagne;espace, pollution
2425;femme;20-29ans;Seul;Relig_occas;sansEnfant;chomeur;inactif;Bac;ecolo_oui;individuel;Ville;rev2;S_Ouest;lieu où je vis, les endroits que l'on aime
4867;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rurv;rev4;Seine;ce qui entoure le lieu de vie
11;homme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;Bac;ecolo_oui;collectif;TGV;RevNSP;Seine;l'entourage, les gens
1877;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;Cep;ecolo_oui;collectif;TGV;RevNSP;Nord;la nature
5522;femme;20-29ans;Seul;Rrelig_non;sansEnfant;chomeur;inactif;Supérieur;ecolo_oui;individuel;Bourg;rev4;Nord;la nature, le plein air, la qualité de vie
1234;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;commerc;prof;ecolo_non;collectif;Ville;rev4;Jura_Alpes;la vie de tous les jours
4394;femme;30-39ans;Seul;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;Bourg;rev2;Bretagne;nature
1004;homme;50-59ans;En_couple;Relig_occas;avecEnfant;inactif;retraite;Be;ecolo_non;collectif;TGV;rev3;Mediterrannée;paysage
1938;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Bourg;RevNSP;Nord;les arbres que je vois de ma maison
2686;homme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rurv;rev3;Bretagne;pureté, couleurs, odeurs agréables, ordre
4777;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;prof;ecolo_non;individuel;Bourg;rev3;Seine;nature, protection de la nature
1913;femme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;GV;rev1;Nord;ce qu'il y a autour de moi, l'aération du quartier, le voisinage, les commerces autour du quartier
4041;homme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;commerc;prof;ecolo_oui;individuel;Bourg;rev2;Bretagne;la finalité de la vie
916;femme;40-49ans;Seul;Rrelig_non;sansEnfant;actif;employe;Bac;ecolo_non;collectif;GV;rev3;Mediterrannée;c'est plus les gens que la ville, tout ce qui nous entoure
4145;homme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;agricult;prof;ecolo_oui;individuel;Bourg;rev1;Bretagne;nature, pollution, limitation production
5352;homme;60ans+;En_couple;Relig_regul;sansEnfant;inactif;retraite;Supérieur;ecolo_oui;individuel;Bourg;rev3;Nord;ensemble des éléments qui peuvent avoir une influence sur le déroulement de ma vie
2764;homme;20-29ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_non;collectif;Ville;rev3;Bretagne;la santé, bien vivre, le bonheur
3440;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Be;ecolo_oui;individuel;Rurv;rev2;Jura_Alpes;la nature, pollution, la vie
3748;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev3;S_BassinParis;ce qui touche à la vie quotidienne
3772;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Rurv;rev2;S_BassinParis;cadre de vie
760;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;inactif;NOdip;ecolo_non;individuel;Bourg;rev3;Mediterrannée;ce qui est autour de moi
3575;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;NOdip;ecolo_oui;individuel;Bourg;rev3;Jura_Alpes;tout ce qui est nature, l'entreprise des gens intelligents qui soignent l'espace autour d'eux
4817;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Be;ecolo_oui;individuel;Bourg;rev3;Seine;la politique
936;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Ville;rev3;Mediterrannée;lieu où on se trouve
4165;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;inactif;prof;ecolo_oui;individuel;Bourg;rev2;Bretagne;les environs
4506;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;cadre_lib;Bac;ecolo_non;collectif;Rurv;RevNSP;Bretagne;tou ce qui entoure, la campagne
1760;femme;40-49ans;Seul;Relig_regul;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;PTGV;rev4;Nord;la nature, la pollution, le climat
4160;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;inactif;inactif;Cep;ecolo_non;individuel;Bourg;rev3;Bretagne;environnement familial, nature
103;femme;40-49ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;Supérieur;ecolo_non;collectif;TGV;rev4;Seine;un gros boum publicitaire
407;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_non;collectif;PTGV;rev3;Seine;ce qui est autour de nous, espace, immeubles
4320;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;NOdip;ecolo_non;individuel;Bourg;rev3;Bretagne;qualité de vie, écologie
2392;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;enseig_etud;prof;ecolo_oui;individuel;Ville;rev3;S_Ouest;la qualité de vie où on est, jardins, pas trop de maisons, pas trop de bruit
5722;femme;60ans+;En_couple;Relig_regul;sansEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Rurv;rev2;Centre;l'espace, la verdure
2517;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Ville;rev3;Centre;proximité du domicile, voisins
5756;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_non;individuel;Bourg;rev4;Centre;nature
383;femme;40-49ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Supérieur;ecolo_non;collectif;TGV;rev4;Seine;c'est l'harmonie de l'architecture et de la nature
3058;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_oui;individuel;Bourg;rev3;Seine;pas d'immeuble, la nature, les animaux
877;femme;60ans+;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;collectif;Ville;rev3;Mediterrannée;qualité de vie, minimun d'espace et confort, nature à proximité
3308;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;ouvrier;Cep;ecolo_oui;individuel;Bourg;rev2;Jura_Alpes;nature, gens, animaux
4042;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Rurv;RevNSP;Bretagne;la nature
5786;homme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Bac;ecolo_oui;individuel;Rurv;rev3;Centre;tout ce qui nous entoure, les bâtiments, la nature
5897;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Bourg;rev2;S_BassinParis;c'est un ensemble, la nature, les animaux, les oiseaux
974;homme;60ans+;En_couple;Relig_occas;sansEnfant;inactif;retraite;Supérieur;ecolo_non;collectif;TGV;rev3;Mediterrannée;écologie, douceur de vivre, qualité de vie
5055;homme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;NOdip;ecolo_non;individuel;Rurv;rev2;S_Ouest;alentours
3352;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_oui;individuel;Bourg;rev4;Jura_Alpes;protection de la nature
3442;femme;30-39ans;En_couple;Relig_occas;avecEnfant;chomeur;inactif;prof;ecolo_non;individuel;Rurv;rev4;Jura_Alpes;tout ce qui m'entoure, la nature, le paysage, les gens
5885;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;enseig_etud;Bac;ecolo_non;individuel;Bourg;rev4;S_BassinParis;c'est la nature
4675;homme;50-59ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Be;ecolo_non;individuel;Bourg;rev3;S_BassinParis;cadre de vie
2471;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Ville;rev3;Centre;la nature, le calme, la propreté
1708;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;GV;rev3;Nord;qualité de vie
3527;homme;60ans+;En_couple;Relig_regul;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Rurv;rev4;Jura_Alpes;nature propre, forêts à entretenir
3998;femme;30-39ans;En_couple;Relig_occas;avecEnfant;inactif;inactif;Be;ecolo_non;individuel;Bourg;rev3;Bretagne;les alentours du lieu de vie
2228;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev2;S_Ouest;c'est tout, le travail et le reste
4516;femme;30-39ans;En_couple;Relig_regul;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rurv;rev2;Bretagne;espace vert, pollution, l'eau
2632;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;Bac;ecolo_non;individuel;Bourg;rev3;Bretagne;ce qui nous entoure, la nature, les espaces verts, la mer
4134;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;agricult;NOdip;ecolo_non;individuel;Bourg;rev1;Bretagne;les écologistes, la campagne
1931;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev2;Nord;endroit non pollué
2030;femme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Supérieur;ecolo_oui;individuel;Bourg;rev3;S_Ouest;verdure, pas de voitures, pas d'immeubles, pas de bruit d'avions, cours d'eau propres
2849;femme;40-49ans;En_couple;Relig_occas;avecEnfant;chomeur;inactif;NOdip;ecolo_non;collectif;Ville;rev2;S_BassinParis;habitants, arbres, jardins
606;femme;20-29ans;Seul;Relig_occas;sansEnfant;inactif;enseig_etud;Supérieur;ecolo_oui;individuel;PTGV;rev4;Seine;espaces verts
4329;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Rurv;rev3;Bretagne;pollution, qualité de vie
5342;homme;30-39ans;En_couple;Relig_occas;sansEnfant;actif;agricult;prof;ecolo_non;individuel;Bourg;rev3;Nord;la nature
3136;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;ouvrier;Supérieur;ecolo_non;individuel;Bourg;rev3;Mediterrannée;bien être de soi même
3729;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_oui;individuel;Bourg;rev3;Mediterrannée;propreté, verdure, silence, le calme, conservation de la nature
3765;femme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev2;S_BassinParis;un peu les voisins
2126;homme;40-49ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;NOdip;ecolo_non;individuel;Ville;rev3;Seine;ce qui m'entoure
2870;femme;20-29ans;En_couple;Rrelig_non;sansEnfant;actif;employe;Bac;ecolo_non;collectif;Ville;rev3;S_BassinParis;milieu dans lequel on vit
2908;homme;60ans+;Seul;Relig_regul;sansEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Ville;rev2;Seine;un décor agréable, air salubre, vision sympa des choses et des êtres
2699;femme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;Supérieur;ecolo_non;individuel;PTGV;rev3;Bretagne;la nature
4128;femme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Bac;ecolo_non;individuel;Rurv;rev3;Bretagne;campagne, mer, montagne, nature
3918;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Bourg;rev3;Bretagne;nature, arbres, mer
788;homme;60ans+;Seul;Rrelig_non;sansEnfant;actif;employe;Be;ecolo_non;collectif;Ville;rev3;Mediterrannée;la sauvegarde de la nature, des problèmes liés à la pollution
5411;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;NOdip;ecolo_oui;individuel;Bourg;rev2;Nord;le bois, à Wallincourt pas d'usines qui polluent pas d'oseurs désagréables venant de fermes moins de cultivations, le bon air, on respire
3135;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Bourg;rev3;Mediterrannée;la liberté
1800;homme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;commerc;Supérieur;ecolo_oui;individuel;Ville;rev3;Nord;l'écologie, pollution
4104;femme;40-49ans;En_couple;Relig_regul;avecEnfant;actif;agricult;prof;ecolo_oui;individuel;Rural;rev3;Bretagne;la nature, les arbres, la pollution, le bruit, l'eau
421;femme;60ans+;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_non;collectif;PTGV;rev3;Seine;le milieu dans lequel j'évolue et que je côtoie quotidiennement, l'écologie
5804;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;prof;ecolo_non;individuel;Bourg;RevNSP;Centre;la nature
934;femme;60ans+;Seul;Relig_occas;avecEnfant;inactif;retraite;Supérieur;ecolo_non;individuel;Ville;rev3;Mediterrannée;la pollution
1957;homme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;cadre_lib;Supérieur;ecolo_non;individuel;Ville;rev3;Nord;la nature, la pollution, le trafic des voitures, tout ce qui est nucléaire
3447;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev2;Jura_Alpes;la nature
5310;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;commerc;Bac;ecolo_oui;individuel;Rurv;rev2;S_Ouest;entourage extérieur, autour de ma maison
5592;femme;60ans+;Seul;Relig_regul;avecEnfant;actif;prof_interm;Bac;ecolo_non;individuel;Rural;RevNSP;Centre;vue agréable, plaisir esthétique, bonnes odeurs, senteurs parfumées, paysages vallonnés et colorés
5948;homme;30-39ans;Seul;Rrelig_non;sansEnfant;actif;agricult;Supérieur;ecolo_non;individuel;Bourg;rev1;S_BassinParis;nature, tranquilité
727;femme;50-59ans;En_couple;Rrelig_non;avecEnfant;actif;cadre_lib;Be;ecolo_non;individuel;Bourg;rev3;Mediterrannée;campagne
1845;homme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;prof_interm;prof;ecolo_non;individuel;Ville;rev3;Nord;la nature
387;femme;60ans+;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;collectif;TGV;rev2;Seine;se trouver bien là où on est avec des amis, la nature
1231;femme;50-59ans;En_couple;Rrelig_non;sansEnfant;actif;prof_interm;Supérieur;ecolo_oui;individuel;Ville;rev4;Jura_Alpes;lieu de vie, le logement, les personnes et les animaux qui vivent à la maison, gens que l'on rencontre régulièrement ou occasionnellement sur le lieux de travail
4298;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;employe;Bac;ecolo_oui;individuel;Rurv;rev2;Bretagne;nature, pollution, voisinage agréable, amitié
2300;homme;20-29ans;Seul;Rrelig_non;sansEnfant;inactif;inactif;Be;ecolo_non;collectif;TGV;rev3;S_Ouest;nature
540;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_oui;individuel;PTGV;rev3;Seine;la façon dont on se sent bien dans l'endroit où on se trouve
2291;homme;60ans+;En_couple;Rrelig_non;avecEnfant;inactif;retraite;Be;ecolo_non;individuel;PTGV;rev3;S_Ouest;le milieu où je vis
5426;homme;20-29ans;Seul;Relig_occas;sansEnfant;actif;ouvrier;prof;ecolo_oui;individuel;Bourg;rev2;Nord;nature
5021;femme;60ans+;Seul;Relig_regul;avecEnfant;inactif;retraite;prof;ecolo_oui;individuel;Bourg;rev1;S_Ouest;bien être, nature, se sentir bien là où on est raison pour laquelle je vis ici
1695;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;employe;prof;ecolo_oui;individuel;Ville;rev3;S_BassinParis;le calme, les voisins
4265;homme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;ouvrier;Bac;ecolo_non;individuel;Rural;rev3;Bretagne;la nature
694;homme;20-29ans;En_couple;Relig_occas;avecEnfant;actif;employe;prof;ecolo_non;individuel;Bourg;rev3;Mediterrannée;la nature, l'espace
5907;femme;30-39ans;En_couple;Rrelig_non;avecEnfant;actif;agricult;Bac;ecolo_oui;individuel;Rurv;rev2;S_BassinParis;qualité de vie, plaisir de vivre où je suis
4457;femme;30-39ans;En_couple;Relig_occas;avecEnfant;actif;agricult;prof;ecolo_non;individuel;Rurv;rev2;Bretagne;nature
3137;femme;50-59ans;En_couple;Relig_regul;sansEnfant;actif;enseig_etud;Supérieur;ecolo_oui;individuel;Rural;rev3;Mediterrannée;un mot de caractère tout à fait urbain plaqué artifficiellement sur une réalité familière
4987;homme;60ans+;Seul;Rrelig_non;avecEnfant;inactif;retraite;Cep;ecolo_non;individuel;Bourg;rev1;S_Ouest;ce mot trop utilisé par les médias, m'irrite, m'agace
1039;homme;60ans+;En_couple;Relig_occas;avecEnfant;inactif;retraite;Bac;ecolo_non;collectif;PTGV;rev4;Mediterrannée;cadre de vie agréable
